employee_id,month,total_monthly_active_hours,expected_monthly_hours,ai_license_active,ai_queries_made,ai_hours_saved_est
746,12/1/2025,190.59,168,1,63,3.2
747,1/1/2025,179.28,168,0,1,0
747,2/1/2025,155.07,168,0,2,0.1
747,3/1/2025,172.43,168,1,7,0.4
747,4/1/2025,166.15,168,1,8,0.4
747,5/1/2025,185.11,168,1,6,0.3
747,6/1/2025,169.13,168,1,11,0.6
747,7/1/2025,175.68,168,1,19,1
747,8/1/2025,168.85999999999999,168,1,20,1
747,9/1/2025,176.31,168,1,21,1
747,10/1/2025,186.95,168,1,18,0.9
747,11/1/2025,166.97,168,1,23,1.2
747,12/1/2025,193.25,168,1,30,1.5
748,1/1/2025,184.32999999999998,168,0,5,0.2
748,2/1/2025,167.76,168,1,10,0.5
748,3/1/2025,158.1,168,1,16,0.8
748,4/1/2025,159.96,168,1,25,1.2
748,5/1/2025,194.25,168,1,25,1.2
748,6/1/2025,172.52,168,1,27,1.4
748,7/1/2025,189.77,168,1,24,1.2
748,8/1/2025,174.17,168,1,33,1.6
748,9/1/2025,173.96,168,1,38,1.9
748,10/1/2025,183.52,168,1,65,3.2
748,11/1/2025,157.36,168,1,49,2.4
748,12/1/2025,178.31,168,1,75,3.8
749,1/1/2025,178.68,168,0,2,0.1
749,2/1/2025,158.85,168,1,7,0.4
749,3/1/2025,177.45000000000002,168,1,14,0.7
749,4/1/2025,162.64,168,1,11,0.6
749,5/1/2025,185.93,168,1,28,1.4
749,6/1/2025,161.7,168,1,30,1.5
749,7/1/2025,178.81,168,1,35,1.8
749,8/1/2025,156.46,168,1,41,2.1
749,9/1/2025,171.59,168,1,46,2.3
749,10/1/2025,190.89,168,1,52,2.6
749,11/1/2025,164.39,168,1,38,1.9
749,12/1/2025,185.16,168,1,50,2.5
750,1/1/2025,172.02,168,0,1,0
750,2/1/2025,164.65,168,0,2,0.1
750,3/1/2025,170.8,168,0,3,0.2
750,4/1/2025,180.61,168,1,7,0.4
750,5/1/2025,180.07,168,1,9,0.4
750,6/1/2025,172.17000000000002,168,1,11,0.6
750,7/1/2025,181.32999999999998,168,1,14,0.7
750,8/1/2025,169.08,168,1,10,0.5
750,9/1/2025,177.48,168,1,12,0.6
750,10/1/2025,182.25,168,1,16,0.8
750,11/1/2025,170.56,168,1,10,0.5
750,12/1/2025,188.23,168,1,19,1
751,1/1/2025,183.01,168,0,3,0.2
751,2/1/2025,160.42,168,1,9,0.4
751,3/1/2025,173.15,168,1,12,0.6
751,4/1/2025,179.26,168,1,20,1
751,5/1/2025,179.29,168,1,22,1.1
751,6/1/2025,171.94,168,1,25,1.2
751,7/1/2025,188.26999999999998,168,1,42,2.1
751,8/1/2025,162.38,168,1,41,2.1
751,9/1/2025,181.48,168,1,20,1
751,10/1/2025,172.67,168,1,25,1.2
751,11/1/2025,160.86,168,1,41,2.1
751,12/1/2025,200.29,168,1,47,2.4
752,1/1/2025,187.67000000000002,168,0,5,0.2
752,2/1/2025,161.79,168,1,13,0.6
752,3/1/2025,171.36,168,1,12,0.6
752,4/1/2025,183.07,168,1,15,0.8
752,5/1/2025,186.47,168,1,25,1.2
752,6/1/2025,171.75,168,1,27,1.4
752,7/1/2025,184.99,168,1,33,1.6
752,8/1/2025,171.98,168,1,37,1.8
752,9/1/2025,171.14000000000001,168,1,38,1.9
752,10/1/2025,191.59,168,1,50,2.5
752,11/1/2025,169.96,168,1,76,3.8
752,12/1/2025,191.54,168,1,69,3.4
753,1/1/2025,190.87,168,0,1,0
753,2/1/2025,158.51,168,0,3,0.2
753,3/1/2025,171.32,168,0,4,0.2
753,4/1/2025,177.98,168,1,9,0.4
753,5/1/2025,180.43,168,1,7,0.4
753,6/1/2025,176.57,168,1,11,0.6
753,7/1/2025,180.89000000000001,168,1,12,0.6
753,8/1/2025,175.47,168,1,12,0.6
753,9/1/2025,174.41,168,1,18,0.9
753,10/1/2025,186.07,168,1,15,0.8
753,11/1/2025,162.4,168,1,18,0.9
753,12/1/2025,181.39,168,1,22,1.1
754,1/1/2025,181.17,168,0,1,0
754,2/1/2025,151.8,168,0,3,0.2
754,3/1/2025,177.25,168,1,6,0.3
754,4/1/2025,171.54999999999998,168,1,9,0.4
754,5/1/2025,177.43,168,1,7,0.4
754,6/1/2025,164.10999999999999,168,1,10,0.5
754,7/1/2025,192.49,168,1,14,0.7
754,8/1/2025,166.9,168,1,19,1
754,9/1/2025,177.87,168,1,18,0.9
754,10/1/2025,183.37,168,1,25,1.2
754,11/1/2025,155.48,168,1,24,1.2
754,12/1/2025,179.53,168,1,24,1.2
755,1/1/2025,187.04,168,0,3,0.2
755,2/1/2025,159.85999999999999,168,1,10,0.5
755,3/1/2025,182.3,168,1,14,0.7
755,4/1/2025,178.54,168,1,16,0.8
755,5/1/2025,190.01,168,1,18,0.9
755,6/1/2025,164.73,168,1,20,1
755,7/1/2025,192.88,168,1,21,1
755,8/1/2025,171.94,168,1,26,1.3
755,9/1/2025,172.55,168,1,33,1.6
755,10/1/2025,177.01,168,1,35,1.8
755,11/1/2025,157.99,168,1,55,2.8
755,12/1/2025,180.55,168,1,42,2.1
756,1/1/2025,186.39,168,0,3,0.2
756,2/1/2025,166.34,168,1,13,0.6
756,3/1/2025,165.51,168,1,15,0.8
756,4/1/2025,162.31,168,1,12,0.6
756,5/1/2025,184.02,168,1,21,1
756,6/1/2025,158.37,168,1,22,1.1
756,7/1/2025,189.5,168,1,43,2.2
756,8/1/2025,169.81,168,1,48,2.4
756,9/1/2025,182.60999999999999,168,1,36,1.8
756,10/1/2025,193.27,168,1,50,2.5
756,11/1/2025,167.47,168,1,41,2.1
756,12/1/2025,176.69,168,1,57,2.8
757,1/1/2025,173.84,168,0,1,0
757,2/1/2025,158.74,168,0,3,0.2
757,3/1/2025,171.54,168,1,7,0.4
757,4/1/2025,175.88,168,1,9,0.4
757,5/1/2025,187.27,168,1,14,0.7
757,6/1/2025,176.06,168,1,18,0.9
757,7/1/2025,178.83,168,1,14,0.7
757,8/1/2025,167.21,168,1,12,0.6
757,9/1/2025,180.09,168,1,10,0.5
757,10/1/2025,179.12,168,1,20,1
757,11/1/2025,161.25,168,1,20,1
757,12/1/2025,178.92000000000002,168,1,27,1.4
758,1/1/2025,186.21,168,0,1,0
758,2/1/2025,165.32,168,0,2,0.1
758,3/1/2025,176.07,168,0,4,0.2
758,4/1/2025,177.71,168,0,5,0.2
758,5/1/2025,166.04000000000002,168,1,10,0.5
758,6/1/2025,161.10999999999999,168,1,13,0.6
758,7/1/2025,188.39,168,1,12,0.6
758,8/1/2025,165.07,168,1,15,0.8
758,9/1/2025,175.77,168,1,12,0.6
758,10/1/2025,183.69,168,1,17,0.8
758,11/1/2025,165.45000000000002,168,1,23,1.2
758,12/1/2025,198.35999999999999,168,1,25,1.2
759,1/1/2025,191.72,168,0,1,0
759,2/1/2025,164.42,168,0,4,0.2
759,3/1/2025,171.93,168,1,9,0.4
759,4/1/2025,170.73,168,1,7,0.4
759,5/1/2025,170.22,168,1,13,0.6
759,6/1/2025,168.92000000000002,168,1,13,0.6
759,7/1/2025,184.75,168,1,11,0.6
759,8/1/2025,167.76,168,1,17,0.8
759,9/1/2025,171.72,168,1,16,0.8
759,10/1/2025,184.57999999999998,168,1,21,1
759,11/1/2025,164.23,168,1,26,1.3
759,12/1/2025,184.76,168,1,22,1.1
760,1/1/2025,178.51,168,0,5,0.2
760,2/1/2025,168.27,168,1,6,0.3
760,3/1/2025,169.67000000000002,168,1,11,0.6
760,4/1/2025,176.98,168,1,15,0.8
760,5/1/2025,180.5,168,1,26,1.3
760,6/1/2025,177.24,168,1,27,1.4
760,7/1/2025,183.08,168,1,26,1.3
760,8/1/2025,166.64,168,1,33,1.6
760,9/1/2025,178.16,168,1,41,2.1
760,10/1/2025,176.74,168,1,45,2.2
760,11/1/2025,149.7,168,1,57,2.8
760,12/1/2025,175.09,168,1,60,3
761,1/1/2025,182.89,168,0,4,0.2
761,2/1/2025,164.72,168,1,9,0.4
761,3/1/2025,176.89,168,1,7,0.4
761,4/1/2025,184.36,168,1,12,0.6
761,5/1/2025,171.65,168,1,17,0.8
761,6/1/2025,173.51,168,1,20,1
761,7/1/2025,193.67000000000002,168,1,17,0.8
761,8/1/2025,170.82,168,1,28,1.4
761,9/1/2025,169.34,168,1,41,2.1
761,10/1/2025,185.98000000000002,168,1,37,1.8
761,11/1/2025,168.82,168,1,48,2.4
761,12/1/2025,180.47,168,1,52,2.6
762,1/1/2025,182.7,168,0,3,0.2
762,2/1/2025,157.27,168,1,8,0.4
762,3/1/2025,163.85,168,1,18,0.9
762,4/1/2025,177.11,168,1,10,0.5
762,5/1/2025,178.49,168,1,20,1
762,6/1/2025,169.08,168,1,17,0.8
762,7/1/2025,184.32999999999998,168,1,30,1.5
762,8/1/2025,169.71,168,1,21,1
762,9/1/2025,177.15,168,1,39,2
762,10/1/2025,176.47,168,1,43,2.2
762,11/1/2025,162.2,168,1,50,2.5
762,12/1/2025,175.67,168,1,55,2.8
763,1/1/2025,175.81,168,0,4,0.2
763,2/1/2025,168.14,168,1,7,0.4
763,3/1/2025,158.78,168,1,13,0.6
763,4/1/2025,160.26,168,1,14,0.7
763,5/1/2025,193.75,168,1,19,1
763,6/1/2025,170.91,168,1,36,1.8
763,7/1/2025,187.96,168,1,26,1.3
763,8/1/2025,164.47,168,1,35,1.8
763,9/1/2025,178.75,168,1,52,2.6
763,10/1/2025,188.9,168,1,41,2.1
763,11/1/2025,158.59,168,1,41,2.1
763,12/1/2025,182.31,168,1,47,2.4
764,1/1/2025,170.42,168,0,3,0.2
764,2/1/2025,149.22,168,1,6,0.3
764,3/1/2025,170.88,168,1,14,0.7
764,4/1/2025,169.99,168,1,11,0.6
764,5/1/2025,174.10999999999999,168,1,16,0.8
764,6/1/2025,170.33,168,1,22,1.1
764,7/1/2025,175.03,168,1,26,1.3
764,8/1/2025,169.53,168,1,41,2.1
764,9/1/2025,188.48,168,1,35,1.8
764,10/1/2025,190.16,168,1,41,2.1
764,11/1/2025,160.03,168,1,48,2.4
764,12/1/2025,181.86,168,1,55,2.8
765,1/1/2025,189.31,168,0,1,0
765,2/1/2025,162.65,168,0,4,0.2
765,3/1/2025,169.27,168,1,6,0.3
765,4/1/2025,176.69,168,1,9,0.4
765,5/1/2025,172.03,168,1,11,0.6
765,6/1/2025,171.28,168,1,16,0.8
765,7/1/2025,194.11,168,1,14,0.7
765,8/1/2025,173.72,168,1,20,1
765,9/1/2025,176.59,168,1,14,0.7
765,10/1/2025,191.39000000000001,168,1,25,1.2
765,11/1/2025,150.87,168,1,27,1.4
765,12/1/2025,188.03,168,1,30,1.5
766,1/1/2025,187.32,168,0,4,0.2
766,2/1/2025,151.28,168,1,7,0.4
766,3/1/2025,175.25,168,1,13,0.6
766,4/1/2025,176.83,168,1,14,0.7
766,5/1/2025,169.98,168,1,20,1
766,6/1/2025,167.1,168,1,25,1.2
766,7/1/2025,178.41,168,1,35,1.8
766,8/1/2025,169.74,168,1,18,0.9
766,9/1/2025,174.01,168,1,30,1.5
766,10/1/2025,182.99,168,1,60,3
766,11/1/2025,162.76,168,1,48,2.4
766,12/1/2025,189.93,168,1,62,3.1
767,1/1/2025,184.93,168,0,3,0.2
767,2/1/2025,162.59,168,1,8,0.4
767,3/1/2025,177.79,168,1,11,0.6
767,4/1/2025,184.56,168,1,15,0.8
767,5/1/2025,180.36,168,1,22,1.1
767,6/1/2025,180.19,168,1,26,1.3
767,7/1/2025,186.95000000000002,168,1,35,1.8
767,8/1/2025,170.3,168,1,45,2.2
767,9/1/2025,182.83,168,1,31,1.6
767,10/1/2025,175.81,168,1,50,2.5
767,11/1/2025,165.79,168,1,50,2.5
767,12/1/2025,190.61,168,1,50,2.5
768,1/1/2025,182.99,168,0,1,0
768,2/1/2025,161.36,168,0,2,0.1
768,3/1/2025,168.22,168,1,6,0.3
768,4/1/2025,183.55,168,1,8,0.4
768,5/1/2025,186.11,168,1,7,0.4
768,6/1/2025,168.32,168,1,11,0.6
768,7/1/2025,184.38,168,1,15,0.8
768,8/1/2025,163.85999999999999,168,1,13,0.6
768,9/1/2025,171.41,168,1,19,1
768,10/1/2025,178.55,168,1,20,1
768,11/1/2025,156.96,168,1,20,1
768,12/1/2025,187.39,168,1,28,1.4
769,1/1/2025,171.99,168,0,2,0.1
769,2/1/2025,151.35,168,0,4,0.2
769,3/1/2025,179.88,168,1,6,0.3
769,4/1/2025,173.15,168,1,6,0.3
769,5/1/2025,171.05,168,1,16,0.8
769,6/1/2025,163.59,168,1,10,0.5
769,7/1/2025,181.14,168,1,11,0.6
769,8/1/2025,162.26,168,1,18,0.9
769,9/1/2025,176.08,168,1,24,1.2
769,10/1/2025,192.78,168,1,14,0.7
769,11/1/2025,169.19,168,1,18,0.9
769,12/1/2025,184.67000000000002,168,1,24,1.2
770,1/1/2025,190.21,168,0,1,0
770,2/1/2025,159.41,168,0,3,0.2
770,3/1/2025,175.74,168,0,5,0.2
770,4/1/2025,185.01,168,1,8,0.4
770,5/1/2025,172.01,168,1,9,0.4
770,6/1/2025,175.95,168,1,8,0.4
770,7/1/2025,191.56,168,1,13,0.6
770,8/1/2025,165.56,168,1,13,0.6
770,9/1/2025,170.28,168,1,14,0.7
770,10/1/2025,191.22,168,1,19,1
770,11/1/2025,160.9,168,1,21,1
770,12/1/2025,176.27,168,1,19,1
771,1/1/2025,191.82,168,0,1,0
771,2/1/2025,153.09,168,0,2,0.1
771,3/1/2025,160.04,168,0,4,0.2
771,4/1/2025,168.95000000000002,168,0,5,0.2
771,5/1/2025,186.53,168,1,11,0.6
771,6/1/2025,168.33,168,1,9,0.4
771,7/1/2025,188.23,168,0,5,0.2
771,8/1/2025,172.29,168,1,18,0.9
771,9/1/2025,168.56,168,1,12,0.6
771,10/1/2025,194.31,168,1,9,0.4
771,11/1/2025,164.67,168,1,27,1.4
771,12/1/2025,191.78,168,1,19,1
772,1/1/2025,186.17000000000002,168,0,5,0.2
772,2/1/2025,153.6,168,1,8,0.4
772,3/1/2025,167.14000000000001,168,1,12,0.6
772,4/1/2025,175.6,168,1,21,1
772,5/1/2025,184.35,168,1,15,0.8
772,6/1/2025,163.89,168,1,20,1
772,7/1/2025,196.56,168,1,27,1.4
772,8/1/2025,168.85,168,1,28,1.4
772,9/1/2025,182.31,168,1,26,1.3
772,10/1/2025,187.83,168,1,62,3.1
772,11/1/2025,156.08,168,1,41,2.1
772,12/1/2025,183.97,168,1,47,2.4
773,1/1/2025,180.15,168,0,4,0.2
773,2/1/2025,147.74,168,1,6,0.3
773,3/1/2025,176.32,168,1,15,0.8
773,4/1/2025,168.9,168,1,15,0.8
773,5/1/2025,176.56,168,1,27,1.4
773,6/1/2025,179.5,168,1,43,2.2
773,7/1/2025,194.78,168,1,24,1.2
773,8/1/2025,167.45,168,1,33,1.6
773,9/1/2025,171.77,168,1,42,2.1
773,10/1/2025,190.44,168,1,40,2
773,11/1/2025,164.93,168,1,46,2.3
773,12/1/2025,187.94,168,1,57,2.8
774,1/1/2025,185.17,168,0,1,0
774,2/1/2025,165.89,168,0,1,0
774,3/1/2025,167.92000000000002,168,0,5,0.2
774,4/1/2025,178.78,168,0,5,0.2
774,5/1/2025,171.01,168,1,10,0.5
774,6/1/2025,164.01,168,1,9,0.4
774,7/1/2025,189.92,168,1,11,0.6
774,8/1/2025,167.45,168,1,13,0.6
774,9/1/2025,170.04,168,1,13,0.6
774,10/1/2025,192.05,168,1,13,0.6
774,11/1/2025,164.9,168,1,12,0.6
774,12/1/2025,188.35999999999999,168,1,32,1.6
775,1/1/2025,187.29,168,0,4,0.2
775,2/1/2025,151.06,168,1,8,0.4
775,3/1/2025,167.99,168,1,12,0.6
775,4/1/2025,178.16,168,1,18,0.9
775,5/1/2025,180.99,168,1,27,1.4
775,6/1/2025,171.5,168,1,19,1
775,7/1/2025,179.34,168,1,33,1.6
775,8/1/2025,175.24,168,1,45,2.2
775,9/1/2025,176.07,168,1,47,2.4
775,10/1/2025,185.56,168,1,62,3.1
775,11/1/2025,155.57,168,1,57,2.8
775,12/1/2025,181.26999999999998,168,1,63,3.2
776,1/1/2025,191.75,168,0,1,0
776,2/1/2025,158.3,168,0,2,0.1
776,3/1/2025,171.2,168,1,6,0.3
776,4/1/2025,166.51,168,1,8,0.4
776,5/1/2025,180.91,168,1,7,0.4
776,6/1/2025,171.11,168,1,9,0.4
776,7/1/2025,182.12,168,1,7,0.4
776,8/1/2025,173.08,168,1,12,0.6
776,9/1/2025,178.66,168,1,9,0.4
776,10/1/2025,187.9,168,1,15,0.8
776,11/1/2025,161.43,168,1,21,1
776,12/1/2025,175.45,168,1,24,1.2
777,1/1/2025,191.15,168,0,3,0.2
777,2/1/2025,168.19,168,1,8,0.4
777,3/1/2025,166.19,168,1,9,0.4
777,4/1/2025,180.94,168,1,23,1.2
777,5/1/2025,183.32999999999998,168,1,32,1.6
777,6/1/2025,177.23,168,1,25,1.2
777,7/1/2025,195.8,168,1,27,1.4
777,8/1/2025,162.87,168,1,40,2
777,9/1/2025,170.74,168,1,22,1.1
777,10/1/2025,188.77,168,1,45,2.2
777,11/1/2025,162.85999999999999,168,1,45,2.2
777,12/1/2025,176.6,168,1,35,1.8
778,1/1/2025,184.87,168,0,2,0.1
778,2/1/2025,167.07,168,0,4,0.2
778,3/1/2025,172.77,168,0,5,0.2
778,4/1/2025,178.97,168,1,8,0.4
778,5/1/2025,169,168,1,10,0.5
778,6/1/2025,174.08,168,1,9,0.4
778,7/1/2025,186.22,168,1,11,0.6
778,8/1/2025,162.42,168,1,15,0.8
778,9/1/2025,170.54,168,1,17,0.8
778,10/1/2025,169.91,168,1,15,0.8
778,11/1/2025,167.53,168,1,14,0.7
778,12/1/2025,191.01999999999998,168,1,20,1
779,1/1/2025,188.63,168,0,0,0
779,2/1/2025,161.93,168,0,3,0.2
779,3/1/2025,166.18,168,0,5,0.2
779,4/1/2025,174.05,168,1,7,0.4
779,5/1/2025,172.75,168,1,7,0.4
779,6/1/2025,175.21,168,1,11,0.6
779,7/1/2025,179.14,168,1,11,0.6
779,8/1/2025,166.55,168,1,9,0.4
779,9/1/2025,178.82,168,1,15,0.8
779,10/1/2025,190.29,168,1,22,1.1
779,11/1/2025,156.19,168,1,16,0.8
779,12/1/2025,180.27,168,1,28,1.4
780,1/1/2025,197.7,168,0,1,0
780,2/1/2025,162.76,168,0,3,0.2
780,3/1/2025,167.35,168,0,5,0.2
780,4/1/2025,173.46,168,0,5,0.2
780,5/1/2025,178.59,168,1,8,0.4
780,6/1/2025,163.56,168,1,7,0.4
780,7/1/2025,181.04,168,1,11,0.6
780,8/1/2025,173.41,168,1,8,0.4
780,9/1/2025,171.88,168,1,14,0.7
780,10/1/2025,177.54,168,1,17,0.8
780,11/1/2025,166.77,168,1,11,0.6
780,12/1/2025,182.12,168,1,19,1
781,1/1/2025,176.4,168,0,5,0.2
781,2/1/2025,165.98,168,1,9,0.4
781,3/1/2025,170.38,168,1,8,0.4
781,4/1/2025,169.56,168,1,22,1.1
781,5/1/2025,180.75,168,1,22,1.1
781,6/1/2025,163.32,168,1,23,1.2
781,7/1/2025,176.78,168,1,24,1.2
781,8/1/2025,171.84,168,1,30,1.5
781,9/1/2025,172.64,168,1,26,1.3
781,10/1/2025,185.8,168,1,41,2.1
781,11/1/2025,161.78,168,1,32,1.6
781,12/1/2025,181.81,168,1,32,1.6
782,1/1/2025,185.66,168,0,5,0.2
782,2/1/2025,158.1,168,1,6,0.3
782,3/1/2025,169.76,168,1,15,0.8
782,4/1/2025,170.47,168,1,22,1.1
782,5/1/2025,173.3,168,1,15,0.8
782,6/1/2025,163.35999999999999,168,1,26,1.3
782,7/1/2025,180.94,168,1,24,1.2
782,8/1/2025,160.75,168,1,41,2.1
782,9/1/2025,176.62,168,1,43,2.2
782,10/1/2025,174.6,168,1,45,2.2
782,11/1/2025,156.3,168,1,45,2.2
782,12/1/2025,194.62,168,1,47,2.4
783,1/1/2025,191.36,168,0,1,0
783,2/1/2025,152.21,168,0,3,0.2
783,3/1/2025,176.9,168,0,5,0.2
783,4/1/2025,173.72,168,0,4,0.2
783,5/1/2025,193.89,168,1,8,0.4
783,6/1/2025,164.76,168,1,11,0.6
783,7/1/2025,185.79,168,1,14,0.7
783,8/1/2025,161.01,168,1,12,0.6
783,9/1/2025,176.65,168,1,17,0.8
783,10/1/2025,182.72,168,1,13,0.6
783,11/1/2025,162.46,168,1,15,0.8
783,12/1/2025,181.47,168,1,23,1.2
784,1/1/2025,176.76999999999998,168,0,2,0.1
784,2/1/2025,157.64,168,0,2,0.1
784,3/1/2025,171.85,168,0,2,0.1
784,4/1/2025,173.74,168,1,9,0.4
784,5/1/2025,177.83,168,1,7,0.4
784,6/1/2025,166.41,168,1,12,0.6
784,7/1/2025,185.51,168,1,15,0.8
784,8/1/2025,153.06,168,1,18,0.9
784,9/1/2025,176.77,168,1,13,0.6
784,10/1/2025,188.71,168,1,12,0.6
784,11/1/2025,174.76,168,1,22,1.1
784,12/1/2025,197.02,168,1,25,1.2
785,1/1/2025,180.44,168,0,2,0.1
785,2/1/2025,155.73,168,0,3,0.2
785,3/1/2025,164.77,168,0,5,0.2
785,4/1/2025,174.59,168,0,5,0.2
785,5/1/2025,181.01,168,1,12,0.6
785,6/1/2025,171.49,168,1,9,0.4
785,7/1/2025,184.26,168,1,15,0.8
785,8/1/2025,169.85,168,1,20,1
785,9/1/2025,183.64,168,1,24,1.2
785,10/1/2025,183.88,168,1,16,0.8
785,11/1/2025,166.79999999999998,168,1,25,1.2
785,12/1/2025,186.91,168,1,16,0.8
786,1/1/2025,193.94,168,0,1,0
786,2/1/2025,157.19,168,0,3,0.2
786,3/1/2025,163.11,168,0,5,0.2
786,4/1/2025,170.37,168,1,11,0.6
786,5/1/2025,171.16,168,1,9,0.4
786,6/1/2025,171.09,168,1,9,0.4
786,7/1/2025,183.86,168,1,14,0.7
786,8/1/2025,169.32999999999998,168,1,18,0.9
786,9/1/2025,175.6,168,1,19,1
786,10/1/2025,191.47,168,1,12,0.6
786,11/1/2025,152.84,168,1,23,1.2
786,12/1/2025,178.49,168,1,19,1
787,1/1/2025,176.59,168,0,1,0
787,2/1/2025,165.32,168,0,4,0.2
787,3/1/2025,174.24,168,0,5,0.2
787,4/1/2025,166.28,168,1,6,0.3
787,5/1/2025,184.07,168,1,10,0.5
787,6/1/2025,161.73,168,1,10,0.5
787,7/1/2025,193.1,168,1,11,0.6
787,8/1/2025,180.73,168,1,22,1.1
787,9/1/2025,172.71,168,1,19,1
787,10/1/2025,175.08,168,1,15,0.8
787,11/1/2025,149.31,168,1,15,0.8
787,12/1/2025,178.67000000000002,168,1,27,1.4
788,1/1/2025,192.2,168,0,4,0.2
788,2/1/2025,171.97,168,1,8,0.4
788,3/1/2025,170.10999999999999,168,1,12,0.6
788,4/1/2025,173.78,168,1,25,1.2
788,5/1/2025,175.76,168,1,20,1
788,6/1/2025,168.22,168,1,27,1.4
788,7/1/2025,176.55,168,1,24,1.2
788,8/1/2025,168.38,168,1,48,2.4
788,9/1/2025,181.76,168,1,35,1.8
788,10/1/2025,191.32,168,1,39,2
788,11/1/2025,162.17,168,1,48,2.4
788,12/1/2025,183.76,168,1,57,2.8
789,1/1/2025,183,168,0,1,0
789,2/1/2025,155.67,168,0,2,0.1
789,3/1/2025,171.9,168,0,4,0.2
789,4/1/2025,171.09,168,1,7,0.4
789,5/1/2025,175.15,168,1,8,0.4
789,6/1/2025,167.62,168,1,9,0.4
789,7/1/2025,179.79,168,1,14,0.7
789,8/1/2025,172.26,168,1,14,0.7
789,9/1/2025,188.92000000000002,168,1,15,0.8
789,10/1/2025,186.8,168,1,16,0.8
789,11/1/2025,164.81,168,1,17,0.8
789,12/1/2025,190.36,168,1,31,1.6
790,1/1/2025,174.49,168,0,3,0.2
790,2/1/2025,154.86,168,1,6,0.3
790,3/1/2025,174.9,168,1,9,0.4
790,4/1/2025,169.08,168,1,30,1.5
790,5/1/2025,184.79,168,1,23,1.2
790,6/1/2025,179.79,168,1,30,1.5
790,7/1/2025,181.23000000000002,168,1,29,1.5
790,8/1/2025,173.8,168,1,39,2
790,9/1/2025,176.57999999999998,168,1,38,1.9
790,10/1/2025,186.2,168,1,57,2.8
790,11/1/2025,167.25,168,1,63,3.2
790,12/1/2025,174.07,168,1,84,4.2
791,1/1/2025,183.38,168,0,2,0.1
791,2/1/2025,159.06,168,0,3,0.2
791,3/1/2025,175.34,168,1,7,0.4
791,4/1/2025,179.1,168,1,9,0.4
791,5/1/2025,184.44,168,1,7,0.4
791,6/1/2025,162.18,168,1,10,0.5
791,7/1/2025,188.16,168,1,12,0.6
791,8/1/2025,167.84,168,1,12,0.6
791,9/1/2025,185.85,168,1,15,0.8
791,10/1/2025,185.96,168,1,13,0.6
791,11/1/2025,160.75,168,1,22,1.1
791,12/1/2025,186.99,168,1,12,0.6
792,1/1/2025,183.89,168,0,1,0
792,2/1/2025,161.99,168,0,3,0.2
792,3/1/2025,174.39,168,0,4,0.2
792,4/1/2025,176.73,168,0,3,0.2
792,5/1/2025,172.89000000000001,168,1,11,0.6
792,6/1/2025,161.55,168,1,9,0.4
792,7/1/2025,184.52,168,1,13,0.6
792,8/1/2025,173.85999999999999,168,1,22,1.1
792,9/1/2025,182.12,168,1,14,0.7
792,10/1/2025,171.5,168,1,20,1
792,11/1/2025,156.92,168,1,18,0.9
792,12/1/2025,189.01,168,1,28,1.4
793,1/1/2025,188.89,168,0,2,0.1
793,2/1/2025,166.77,168,0,4,0.2
793,3/1/2025,160.16,168,0,4,0.2
793,4/1/2025,178.09,168,0,5,0.2
793,5/1/2025,175.22,168,1,7,0.4
793,6/1/2025,167,168,1,8,0.4
793,7/1/2025,188.33,168,1,11,0.6
793,8/1/2025,169.09,168,1,10,0.5
793,9/1/2025,172.89,168,1,14,0.7
793,10/1/2025,183.9,168,1,14,0.7
793,11/1/2025,158.58,168,1,19,1
793,12/1/2025,178.13,168,1,21,1
794,1/1/2025,190.15,168,0,1,0
794,2/1/2025,158.63,168,0,1,0
794,3/1/2025,164.95,168,1,7,0.4
794,4/1/2025,181.85,168,1,6,0.3
794,5/1/2025,178.05,168,1,7,0.4
794,6/1/2025,174.32,168,1,11,0.6
794,7/1/2025,190.89000000000001,168,1,17,0.8
794,8/1/2025,167.06,168,1,13,0.6
794,9/1/2025,179.29,168,1,18,0.9
794,10/1/2025,187.25,168,1,19,1
794,11/1/2025,160.84,168,1,22,1.1
794,12/1/2025,189.68,168,1,26,1.3
795,1/1/2025,184.37,168,0,1,0
795,2/1/2025,161.09,168,0,3,0.2
795,3/1/2025,168.26,168,0,4,0.2
795,4/1/2025,182.49,168,1,9,0.4
795,5/1/2025,177.63,168,1,9,0.4
795,6/1/2025,180.88,168,0,5,0.2
795,7/1/2025,186.2,168,1,9,0.4
795,8/1/2025,180.33,168,1,10,0.5
795,9/1/2025,176.07,168,1,12,0.6
795,10/1/2025,192.86,168,1,21,1
795,11/1/2025,158.33,168,1,17,0.8
795,12/1/2025,176.01,168,1,23,1.2
796,1/1/2025,180.71,168,0,4,0.2
796,2/1/2025,166.78,168,1,13,0.6
796,3/1/2025,162.93,168,1,15,0.8
796,4/1/2025,179.58,168,1,16,0.8
796,5/1/2025,175.13,168,1,23,1.2
796,6/1/2025,169.47,168,1,28,1.4
796,7/1/2025,180.4,168,1,26,1.3
796,8/1/2025,178.1,168,1,57,2.8
796,9/1/2025,176.96,168,1,54,2.7
796,10/1/2025,188.25,168,1,70,3.5
796,11/1/2025,161.3,168,1,76,3.8
796,12/1/2025,183.43,168,1,87,4.4
797,1/1/2025,184.06,168,0,3,0.2
797,2/1/2025,154.32,168,1,8,0.4
797,3/1/2025,168.67,168,1,8,0.4
