employee_id,annual_base_salary,currency,bonus_target_pct
1150,140000,USD,0.15
1151,79000,USD,0.15
1152,75000,USD,0.15
1153,50000,USD,0.15
1154,84000,USD,0.15
1155,67000,USD,0.15
1156,141000,USD,0.15
1157,125000,USD,0.15
1158,83000,USD,0.15
1159,156000,USD,0.15
1160,125000,USD,0.15
1161,92000,USD,0.15
1162,50000,USD,0.15
1163,157000,USD,0.15
1164,65000,USD,0.15
1165,59000,USD,0.15
1166,126000,USD,0.15
1167,161000,USD,0.15
1168,135000,USD,0.15
1169,114000,USD,0.15
1170,115000,USD,0.15
1171,121000,USD,0.15
1172,119000,USD,0.15
1173,107000,USD,0.15
1174,103000,USD,0.15
1175,98000,USD,0.15
1176,81000,USD,0.15
1177,93000,USD,0.15
1178,58000,USD,0.15
1179,98000,USD,0.15
1180,75000,USD,0.15
1181,72000,USD,0.15
1182,104000,USD,0.15
1183,135000,USD,0.15
1184,123000,USD,0.15
1185,61000,USD,0.15
1186,75000,USD,0.15
1187,124000,USD,0.15
1188,75000,USD,0.15
1189,94000,USD,0.15
1190,114000,USD,0.15
1191,76000,USD,0.15
1192,103000,USD,0.15
1193,67000,USD,0.15
1194,85000,USD,0.15
1195,108000,USD,0.15
1196,60000,USD,0.15
1197,111000,USD,0.15
1198,100000,USD,0.15
1199,114000,USD,0.15
1200,106000,USD,0.15
1201,134000,USD,0.15
1202,103000,USD,0.15
1203,89000,USD,0.15
1204,103000,USD,0.15
1205,114000,USD,0.15
1206,101000,USD,0.15
1207,101000,USD,0.15
1208,82000,USD,0.15
1209,83000,USD,0.15
1210,65000,USD,0.15
1211,144000,USD,0.15
1212,69000,USD,0.15
1213,83000,USD,0.15
1214,82000,USD,0.15
1215,122000,USD,0.15
1216,93000,USD,0.15
1217,131000,USD,0.15
1218,83000,USD,0.15
1219,107000,USD,0.15
1220,79000,USD,0.15
1221,154000,USD,0.15
1222,70000,USD,0.15
1223,108000,USD,0.15
1224,116000,USD,0.15
1225,110000,USD,0.15
1226,95000,USD,0.15
1227,97000,USD,0.15
1228,101000,USD,0.15
1229,96000,USD,0.15
1230,124000,USD,0.15
1231,155000,USD,0.15
1232,86000,USD,0.15
1233,66000,USD,0.15
1234,98000,USD,0.15
1235,164000,USD,0.15
1236,80000,USD,0.15
1237,141000,USD,0.15
1238,142000,USD,0.15
1239,86000,USD,0.15
1240,114000,USD,0.15
1241,141000,USD,0.15
1242,91000,USD,0.15
1243,95000,USD,0.15
1244,85000,USD,0.15
1245,75000,USD,0.15
1246,84000,USD,0.15
1247,69000,USD,0.15
1248,101000,USD,0.15
1249,81000,USD,0.15
1250,106000,USD,0.15
1251,61000,USD,0.15
1252,108000,USD,0.15
1253,121000,USD,0.15
1254,50000,USD,0.15
1255,109000,USD,0.15
1256,131000,USD,0.15
1257,70000,USD,0.15
1258,142000,USD,0.15
1259,110000,USD,0.15
1260,82000,USD,0.15
1261,99000,USD,0.15
1262,114000,USD,0.15
1263,102000,USD,0.15
1264,113000,USD,0.15
1265,77000,USD,0.15
1266,104000,USD,0.15
1267,65000,USD,0.15
1268,97000,USD,0.15
1269,77000,USD,0.15
1270,82000,USD,0.15
1271,131000,USD,0.15
1272,127000,USD,0.15
1273,115000,USD,0.15
1274,73000,USD,0.15
1275,92000,USD,0.15
1276,130000,USD,0.15
1277,104000,USD,0.15
1278,158000,USD,0.15
1279,110000,USD,0.15
1280,105000,USD,0.15
1281,92000,USD,0.15
1282,103000,USD,0.15
1283,96000,USD,0.15
1284,118000,USD,0.15
1285,124000,USD,0.15
1286,80000,USD,0.15
1287,67000,USD,0.15
1288,54000,USD,0.15
1289,113000,USD,0.15
1290,72000,USD,0.15
1291,50000,USD,0.15
1292,110000,USD,0.15
1293,162000,USD,0.15
1294,100000,USD,0.15
1295,121000,USD,0.15
1296,102000,USD,0.15
1297,98000,USD,0.15
1298,123000,USD,0.15
1299,93000,USD,0.15
1300,107000,USD,0.15
1301,108000,USD,0.15
1302,83000,USD,0.15
1303,125000,USD,0.15
1304,96000,USD,0.15
1305,81000,USD,0.15
1306,113000,USD,0.15
1307,78000,USD,0.15
1308,101000,USD,0.15
1309,100000,USD,0.15
1310,127000,USD,0.15
1311,112000,USD,0.15
1312,99000,USD,0.15
1313,120000,USD,0.15
1314,135000,USD,0.15
1315,114000,USD,0.15
1316,100000,USD,0.15
1317,67000,USD,0.15
1318,73000,USD,0.15
1319,92000,USD,0.15
1320,85000,USD,0.15
1321,95000,USD,0.15
1322,101000,USD,0.15
1323,113000,USD,0.15
1324,98000,USD,0.15
1325,112000,USD,0.15
1326,102000,USD,0.15
1327,51000,USD,0.15
1328,77000,USD,0.15
1329,96000,USD,0.15
1330,70000,USD,0.15
1331,115000,USD,0.15
1332,138000,USD,0.15
1333,130000,USD,0.15
1334,95000,USD,0.15
1335,137000,USD,0.15
1336,104000,USD,0.15
1337,92000,USD,0.15
1338,85000,USD,0.15
1339,92000,USD,0.15
1340,90000,USD,0.15
1341,104000,USD,0.15
1342,104000,USD,0.15
1343,100000,USD,0.15
1344,111000,USD,0.15
1345,130000,USD,0.15
1346,124000,USD,0.15
1347,63000,USD,0.15
1348,50000,USD,0.15
1349,123000,USD,0.15
1350,66000,USD,0.15
1351,94000,USD,0.15
1352,71000,USD,0.15
1353,55000,USD,0.15
1354,114000,USD,0.15
1355,119000,USD,0.15
1356,86000,USD,0.15
1357,50000,USD,0.15
1358,86000,USD,0.15
1359,110000,USD,0.15
1360,63000,USD,0.15
1361,105000,USD,0.15
1362,100000,USD,0.15
1363,114000,USD,0.15
1364,103000,USD,0.15
1365,76000,USD,0.15
1366,130000,USD,0.15
1367,96000,USD,0.15
1368,99000,USD,0.15
1369,77000,USD,0.15
1370,89000,USD,0.15
1371,78000,USD,0.15
1372,96000,USD,0.15
1373,143000,USD,0.15
1374,66000,USD,0.15
1375,60000,USD,0.15
1376,137000,USD,0.15
1377,95000,USD,0.15
1378,83000,USD,0.15
1379,126000,USD,0.15
1380,85000,USD,0.15
1381,146000,USD,0.15
1382,117000,USD,0.15
1383,88000,USD,0.15
1384,154000,USD,0.15
1385,85000,USD,0.15
1386,119000,USD,0.15
1387,107000,USD,0.15
1388,133000,USD,0.15
1389,139000,USD,0.15
1390,101000,USD,0.15
1391,81000,USD,0.15
1392,111000,USD,0.15
1393,83000,USD,0.15
1394,150000,USD,0.15
1395,103000,USD,0.15
1396,91000,USD,0.15
1397,105000,USD,0.15
1398,66000,USD,0.15
1399,76000,USD,0.15
1400,130000,USD,0.15
1401,84000,USD,0.15
1402,74000,USD,0.15
1403,113000,USD,0.15
1404,130000,USD,0.15
1405,118000,USD,0.15
1406,125000,USD,0.15
1407,81000,USD,0.15
1408,64000,USD,0.15
1409,138000,USD,0.15
1410,92000,USD,0.15
1411,94000,USD,0.15
1412,133000,USD,0.15
1413,114000,USD,0.15
1414,111000,USD,0.15
1415,154000,USD,0.15
1416,84000,USD,0.15
1417,123000,USD,0.15
1418,101000,USD,0.15
1419,107000,USD,0.15
1420,138000,USD,0.15
1421,113000,USD,0.15
1422,113000,USD,0.15
1423,127000,USD,0.15
1424,91000,USD,0.15
1425,79000,USD,0.15
1426,74000,USD,0.15
1427,51000,USD,0.15
1428,151000,USD,0.15
1429,72000,USD,0.15
1430,94000,USD,0.15
1431,93000,USD,0.15
1432,108000,USD,0.15
1433,120000,USD,0.15
1434,122000,USD,0.15
1435,85000,USD,0.15
1436,96000,USD,0.15
1437,107000,USD,0.15
1438,94000,USD,0.15
1439,140000,USD,0.15
1440,112000,USD,0.15
1441,118000,USD,0.15
1442,117000,USD,0.15
1443,129000,USD,0.15
1444,105000,USD,0.15
1445,68000,USD,0.15
1446,110000,USD,0.15
1447,84000,USD,0.15
1448,87000,USD,0.15
1449,115000,USD,0.15
1450,131000,USD,0.15
1451,101000,USD,0.15
1452,108000,USD,0.15
1453,143000,USD,0.15
1454,106000,USD,0.15
1455,165000,USD,0.15
1456,114000,USD,0.15
1457,56000,USD,0.15
1458,119000,USD,0.15
1459,110000,USD,0.15
1460,132000,USD,0.15
1461,117000,USD,0.15
1462,97000,USD,0.15
1463,69000,USD,0.15
1464,95000,USD,0.15
1465,79000,USD,0.15
1466,85000,USD,0.15
1467,115000,USD,0.15
1468,142000,USD,0.15
1469,110000,USD,0.15
1470,70000,USD,0.15
1471,111000,USD,0.15
1472,130000,USD,0.15
1473,85000,USD,0.15
1474,97000,USD,0.15
1475,100000,USD,0.15
1476,80000,USD,0.15
1477,116000,USD,0.15
1478,97000,USD,0.15
1479,110000,USD,0.15
1480,78000,USD,0.15
1481,89000,USD,0.15
1482,118000,USD,0.15
1483,91000,USD,0.15
1484,143000,USD,0.15
1485,90000,USD,0.15
1486,106000,USD,0.15
1487,123000,USD,0.15
1488,65000,USD,0.15
1489,56000,USD,0.15
1490,62000,USD,0.15
1491,132000,USD,0.15
1492,86000,USD,0.15
1493,164000,USD,0.15
1494,86000,USD,0.15
1495,105000,USD,0.15
1496,139000,USD,0.15
1497,150000,USD,0.15
1498,152000,USD,0.15
1499,130000,USD,0.15
1500,126000,USD,0.15
1501,115000,USD,0.15
1502,119000,USD,0.15
1503,86000,USD,0.15
1504,80000,USD,0.15
1505,100000,USD,0.15
1506,96000,USD,0.15
1507,89000,USD,0.15
1508,117000,USD,0.15
1509,124000,USD,0.15
1510,102000,USD,0.15
1511,137000,USD,0.15
1512,71000,USD,0.15
1513,95000,USD,0.15
1514,82000,USD,0.15
1515,53000,USD,0.15
1516,98000,USD,0.15
1517,97000,USD,0.15
1518,138000,USD,0.15
1519,116000,USD,0.15
1520,74000,USD,0.15
1521,146000,USD,0.15
1522,131000,USD,0.15
1523,115000,USD,0.15
1524,94000,USD,0.15
1525,76000,USD,0.15
1526,91000,USD,0.15
1527,127000,USD,0.15
1528,147000,USD,0.15
1529,139000,USD,0.15
1530,88000,USD,0.15
1531,72000,USD,0.15
1532,104000,USD,0.15
1533,56000,USD,0.15
1534,108000,USD,0.15
1535,96000,USD,0.15
1536,88000,USD,0.15
1537,60000,USD,0.15
1538,113000,USD,0.15
1539,87000,USD,0.15
1540,71000,USD,0.15
1541,50000,USD,0.15
1542,99000,USD,0.15
1543,144000,USD,0.15
1544,142000,USD,0.15
1545,89000,USD,0.15
1546,85000,USD,0.15
1547,112000,USD,0.15
1548,75000,USD,0.15
1549,108000,USD,0.15
1550,119000,USD,0.15
1551,131000,USD,0.15
1552,97000,USD,0.15
1553,95000,USD,0.15
1554,78000,USD,0.15
1555,79000,USD,0.15
1556,94000,USD,0.15
1557,109000,USD,0.15
1558,123000,USD,0.15
1559,80000,USD,0.15
1560,137000,USD,0.15
1561,93000,USD,0.15
1562,99000,USD,0.15
1563,81000,USD,0.15
1564,50000,USD,0.15
1565,122000,USD,0.15
1566,118000,USD,0.15
1567,93000,USD,0.15
1568,102000,USD,0.15
1569,113000,USD,0.15
1570,61000,USD,0.15
1571,87000,USD,0.15
1572,120000,USD,0.15
1573,69000,USD,0.15
1574,107000,USD,0.15
1575,66000,USD,0.15
1576,112000,USD,0.15
1577,99000,USD,0.15
1578,60000,USD,0.15
1579,129000,USD,0.15
1580,82000,USD,0.15
1581,80000,USD,0.15
1582,105000,USD,0.15
1583,129000,USD,0.15
1584,75000,USD,0.15
1585,102000,USD,0.15
1586,111000,USD,0.15
1587,117000,USD,0.15
1588,104000,USD,0.15
1589,91000,USD,0.15
1590,79000,USD,0.15
1591,102000,USD,0.15
1592,73000,USD,0.15
1593,50000,USD,0.15
1594,111000,USD,0.15
1595,123000,USD,0.15
1596,50000,USD,0.15
1597,75000,USD,0.15
1598,115000,USD,0.15
1599,151000,USD,0.15
1600,101000,USD,0.15
1601,82000,USD,0.15
1602,95000,USD,0.15
1603,134000,USD,0.15
1604,84000,USD,0.15
1605,80000,USD,0.15
1606,88000,USD,0.15
1607,76000,USD,0.15
1608,103000,USD,0.15
1609,141000,USD,0.15
1610,108000,USD,0.15
1611,94000,USD,0.15
1612,93000,USD,0.15
1613,61000,USD,0.15
1614,122000,USD,0.15
1615,98000,USD,0.15
1616,95000,USD,0.15
1617,180000,USD,0.15
1618,107000,USD,0.15
1619,81000,USD,0.15
1620,89000,USD,0.15
1621,129000,USD,0.15
1622,103000,USD,0.15
1623,64000,USD,0.15
1624,123000,USD,0.15
1625,83000,USD,0.15
1626,147000,USD,0.15
1627,127000,USD,0.15
1628,89000,USD,0.15
1629,132000,USD,0.15
1630,102000,USD,0.15
1631,121000,USD,0.15
1632,112000,USD,0.15
1633,79000,USD,0.15
1634,84000,USD,0.15
1635,126000,USD,0.15
1636,92000,USD,0.15
1637,90000,USD,0.15
1638,76000,USD,0.15
1639,111000,USD,0.15
1640,152000,USD,0.15
1641,73000,USD,0.15
1642,101000,USD,0.15
1643,135000,USD,0.15
1644,98000,USD,0.15
1645,111000,USD,0.15
1646,73000,USD,0.15
1647,111000,USD,0.15
1648,95000,USD,0.15
1649,125000,USD,0.15
1650,130000,USD,0.15
1651,165000,USD,0.15
1652,114000,USD,0.15
1653,108000,USD,0.15
1654,105000,USD,0.15
1655,91000,USD,0.15
1656,108000,USD,0.15
1657,93000,USD,0.15
1658,104000,USD,0.15
1659,133000,USD,0.15
1660,75000,USD,0.15
1661,128000,USD,0.15
1662,133000,USD,0.15
1663,97000,USD,0.15
1664,50000,USD,0.15
1665,85000,USD,0.15
1666,132000,USD,0.15
1667,99000,USD,0.15
1668,75000,USD,0.15
1669,87000,USD,0.15
1670,121000,USD,0.15
1671,114000,USD,0.15
1672,94000,USD,0.15
1673,91000,USD,0.15
1674,90000,USD,0.15
1675,77000,USD,0.15
1676,140000,USD,0.15
1677,92000,USD,0.15
1678,130000,USD,0.15
1679,138000,USD,0.15
1680,125000,USD,0.15
1681,89000,USD,0.15
1682,110000,USD,0.15
1683,99000,USD,0.15
1684,77000,USD,0.15
1685,108000,USD,0.15
1686,71000,USD,0.15
1687,130000,USD,0.15
1688,88000,USD,0.15
1689,105000,USD,0.15
1690,107000,USD,0.15
1691,94000,USD,0.15
1692,115000,USD,0.15
1693,88000,USD,0.15
1694,122000,USD,0.15
1695,66000,USD,0.15
1696,103000,USD,0.15
1697,148000,USD,0.15
1698,75000,USD,0.15
1699,83000,USD,0.15
1700,113000,USD,0.15
1701,104000,USD,0.15
1702,109000,USD,0.15
1703,112000,USD,0.15
1704,116000,USD,0.15
1705,128000,USD,0.15
1706,110000,USD,0.15
1707,94000,USD,0.15
1708,117000,USD,0.15
1709,147000,USD,0.15
1710,97000,USD,0.15
1711,76000,USD,0.15
1712,128000,USD,0.15
1713,97000,USD,0.15
1714,50000,USD,0.15
1715,121000,USD,0.15
1716,87000,USD,0.15
1717,98000,USD,0.15
1718,108000,USD,0.15
1719,105000,USD,0.15
1720,118000,USD,0.15
1721,89000,USD,0.15
1722,113000,USD,0.15
1723,94000,USD,0.15
1724,118000,USD,0.15
1725,115000,USD,0.15
1726,77000,USD,0.15
1727,127000,USD,0.15
1728,87000,USD,0.15
1729,120000,USD,0.15
1730,109000,USD,0.15
1731,146000,USD,0.15
1732,94000,USD,0.15
1733,91000,USD,0.15
1734,100000,USD,0.15
1735,92000,USD,0.15
1736,120000,USD,0.15
1737,60000,USD,0.15
1738,74000,USD,0.15
1739,73000,USD,0.15
1740,124000,USD,0.15
1741,143000,USD,0.15
1742,97000,USD,0.15
1743,96000,USD,0.15
1744,102000,USD,0.15
1745,129000,USD,0.15
1746,77000,USD,0.15
1747,106000,USD,0.15
1748,124000,USD,0.15
1749,113000,USD,0.15
1750,105000,USD,0.15
1751,125000,USD,0.15
1752,50000,USD,0.15
1753,117000,USD,0.15
1754,84000,USD,0.15
1755,54000,USD,0.15
1756,113000,USD,0.15
1757,134000,USD,0.15
1758,97000,USD,0.15
1759,124000,USD,0.15
1760,140000,USD,0.15
1761,133000,USD,0.15
1762,141000,USD,0.15
1763,119000,USD,0.15
1764,102000,USD,0.15
1765,60000,USD,0.15
1766,94000,USD,0.15
1767,79000,USD,0.15
1768,154000,USD,0.15
1769,96000,USD,0.15
1770,103000,USD,0.15
1771,114000,USD,0.15
1772,101000,USD,0.15
1773,142000,USD,0.15
1774,84000,USD,0.15
1775,105000,USD,0.15
1776,81000,USD,0.15
1777,67000,USD,0.15
1778,85000,USD,0.15
1779,99000,USD,0.15
1780,89000,USD,0.15
1781,83000,USD,0.15
1782,65000,USD,0.15
1783,98000,USD,0.15
1784,62000,USD,0.15
1785,119000,USD,0.15
1786,102000,USD,0.15
1787,64000,USD,0.15
1788,92000,USD,0.15
1789,81000,USD,0.15
1790,108000,USD,0.15
1791,134000,USD,0.15
1792,53000,USD,0.15
1793,103000,USD,0.15
1794,96000,USD,0.15
1795,117000,USD,0.15
1796,105000,USD,0.15
1797,81000,USD,0.15
1798,92000,USD,0.15
1799,80000,USD,0.15
1800,127000,USD,0.15
1801,101000,USD,0.15
1802,148000,USD,0.15
1803,98000,USD,0.15
1804,82000,USD,0.15
1805,62000,USD,0.15
1806,55000,USD,0.15
1807,60000,USD,0.15
1808,107000,USD,0.15
1809,113000,USD,0.15
1810,60000,USD,0.15
1811,122000,USD,0.15
1812,88000,USD,0.15
1813,104000,USD,0.15
1814,140000,USD,0.15
1815,122000,USD,0.15
1816,93000,USD,0.15
1817,78000,USD,0.15
1818,50000,USD,0.15
1819,82000,USD,0.15
1820,95000,USD,0.15
1821,75000,USD,0.15
1822,97000,USD,0.15
1823,102000,USD,0.15
1824,94000,USD,0.15
1825,84000,USD,0.15
1826,104000,USD,0.15
1827,111000,USD,0.15
1828,73000,USD,0.15
1829,135000,USD,0.15
1830,98000,USD,0.15
1831,100000,USD,0.15
1832,118000,USD,0.15
1833,106000,USD,0.15
1834,124000,USD,0.15
1835,107000,USD,0.15
1836,85000,USD,0.15
1837,109000,USD,0.15
1838,71000,USD,0.15
1839,103000,USD,0.15
1840,99000,USD,0.15
1841,95000,USD,0.15
1842,97000,USD,0.15
1843,53000,USD,0.15
1844,86000,USD,0.15
1845,102000,USD,0.15
1846,104000,USD,0.15
1847,74000,USD,0.15
1848,132000,USD,0.15
1849,78000,USD,0.15
1850,124000,USD,0.15
1851,111000,USD,0.15
1852,84000,USD,0.15
1853,144000,USD,0.15
1854,70000,USD,0.15
1855,123000,USD,0.15
1856,125000,USD,0.15
1857,83000,USD,0.15
1858,135000,USD,0.15
1859,94000,USD,0.15
1860,107000,USD,0.15
1861,107000,USD,0.15
1862,97000,USD,0.15
1863,120000,USD,0.15
1864,120000,USD,0.15
1865,56000,USD,0.15
1866,133000,USD,0.15
1867,58000,USD,0.15
1868,126000,USD,0.15
1869,128000,USD,0.15
1870,73000,USD,0.15
1871,90000,USD,0.15
1872,72000,USD,0.15
1873,95000,USD,0.15
1874,92000,USD,0.15
1875,119000,USD,0.15
1876,133000,USD,0.15
1877,135000,USD,0.15
1878,86000,USD,0.15
1879,95000,USD,0.15
1880,58000,USD,0.15
1881,80000,USD,0.15
1882,124000,USD,0.15
1883,140000,USD,0.15
1884,69000,USD,0.15
1885,85000,USD,0.15
1886,99000,USD,0.15
1887,107000,USD,0.15
1888,80000,USD,0.15
1889,111000,USD,0.15
1890,88000,USD,0.15
1891,100000,USD,0.15
1892,114000,USD,0.15
1893,100000,USD,0.15
1894,89000,USD,0.15
1895,97000,USD,0.15
1896,98000,USD,0.15
1897,91000,USD,0.15
1898,94000,USD,0.15
1899,140000,USD,0.15
1900,114000,USD,0.15
1901,93000,USD,0.15
1902,117000,USD,0.15
1903,92000,USD,0.15
1904,129000,USD,0.15
1905,109000,USD,0.15
1906,97000,USD,0.15
1907,111000,USD,0.15
1908,61000,USD,0.15
1909,72000,USD,0.15
1910,70000,USD,0.15
1911,104000,USD,0.15
1912,143000,USD,0.15
1913,156000,USD,0.15
1914,116000,USD,0.15
1915,113000,USD,0.15
1916,55000,USD,0.15
1917,86000,USD,0.15
1918,80000,USD,0.15
1919,84000,USD,0.15
1920,96000,USD,0.15
1921,88000,USD,0.15
1922,51000,USD,0.15
1923,119000,USD,0.15
1924,73000,USD,0.15
1925,106000,USD,0.15
1926,152000,USD,0.15
1927,77000,USD,0.15
1928,50000,USD,0.15
1929,93000,USD,0.15
1930,128000,USD,0.15
1931,149000,USD,0.15
1932,69000,USD,0.15
1933,112000,USD,0.15
1934,88000,USD,0.15
1935,97000,USD,0.15
1936,166000,USD,0.15
1937,62000,USD,0.15
1938,106000,USD,0.15
1939,112000,USD,0.15
1940,127000,USD,0.15
1941,102000,USD,0.15
1942,108000,USD,0.15
1943,90000,USD,0.15
1944,107000,USD,0.15
1945,91000,USD,0.15
1946,116000,USD,0.15
1947,91000,USD,0.15
1948,109000,USD,0.15
1949,99000,USD,0.15
1950,128000,USD,0.15
1951,99000,USD,0.15
1952,56000,USD,0.15
1953,132000,USD,0.15
1954,77000,USD,0.15
1955,84000,USD,0.15
1956,85000,USD,0.15
1957,134000,USD,0.15
1958,50000,USD,0.15
1959,178000,USD,0.15
1960,126000,USD,0.15
1961,106000,USD,0.15
1962,99000,USD,0.15
1963,107000,USD,0.15
1964,113000,USD,0.15
1965,116000,USD,0.15
1966,114000,USD,0.15
1967,102000,USD,0.15
1968,95000,USD,0.15
1969,96000,USD,0.15
1970,95000,USD,0.15
1971,128000,USD,0.15
1972,115000,USD,0.15
1973,50000,USD,0.15
1974,116000,USD,0.15
1975,105000,USD,0.15
1976,100000,USD,0.15
1977,90000,USD,0.15
1978,128000,USD,0.15
1979,124000,USD,0.15
1980,81000,USD,0.15
1981,110000,USD,0.15
1982,76000,USD,0.15
1983,66000,USD,0.15
1984,84000,USD,0.15
1985,122000,USD,0.15
1986,124000,USD,0.15
1987,113000,USD,0.15
1988,118000,USD,0.15
1989,113000,USD,0.15
1990,84000,USD,0.15
1991,111000,USD,0.15
1992,120000,USD,0.15
1993,119000,USD,0.15
1994,130000,USD,0.15
1995,118000,USD,0.15
1996,109000,USD,0.15
1997,127000,USD,0.15
1998,99000,USD,0.15
1999,78000,USD,0.15
2000,96000,USD,0.15
2001,81000,USD,0.15
2002,83000,USD,0.15
2003,96000,USD,0.15
2004,80000,USD,0.15
2005,92000,USD,0.15
2006,53000,USD,0.15
2007,105000,USD,0.15
2008,100000,USD,0.15
2009,80000,USD,0.15
2010,116000,USD,0.15
2011,123000,USD,0.15
2012,60000,USD,0.15
2013,81000,USD,0.15
2014,81000,USD,0.15
2015,77000,USD,0.15
2016,121000,USD,0.15
2017,95000,USD,0.15
2018,93000,USD,0.15
2019,50000,USD,0.15
2020,116000,USD,0.15
2021,69000,USD,0.15
2022,101000,USD,0.15
2023,107000,USD,0.15
2024,134000,USD,0.15
2025,67000,USD,0.15
2026,50000,USD,0.15
2027,105000,USD,0.15
2028,145000,USD,0.15
2029,131000,USD,0.15
2030,105000,USD,0.15
2031,88000,USD,0.15
2032,120000,USD,0.15
2033,76000,USD,0.15
2034,112000,USD,0.15
2035,113000,USD,0.15
2036,127000,USD,0.15
2037,169000,USD,0.15
2038,110000,USD,0.15
2039,87000,USD,0.15
2040,99000,USD,0.15
2041,56000,USD,0.15
2042,83000,USD,0.15
2043,90000,USD,0.15
2044,87000,USD,0.15
2045,104000,USD,0.15
2046,79000,USD,0.15
2047,128000,USD,0.15
2048,100000,USD,0.15
2049,100000,USD,0.15
2050,92000,USD,0.15
2051,104000,USD,0.15
2052,121000,USD,0.15
2053,78000,USD,0.15
2054,84000,USD,0.15
2055,92000,USD,0.15
2056,66000,USD,0.15
2057,80000,USD,0.15
2058,88000,USD,0.15
2059,122000,USD,0.15
2060,107000,USD,0.15
2061,105000,USD,0.15
2062,121000,USD,0.15
2063,97000,USD,0.15
2064,110000,USD,0.15
2065,97000,USD,0.15
2066,107000,USD,0.15
2067,85000,USD,0.15
2068,50000,USD,0.15
2069,97000,USD,0.15
2070,136000,USD,0.15
2071,123000,USD,0.15
2072,124000,USD,0.15
2073,131000,USD,0.15
2074,102000,USD,0.15
2075,105000,USD,0.15
2076,85000,USD,0.15
2077,92000,USD,0.15
2078,115000,USD,0.15
2079,130000,USD,0.15
2080,97000,USD,0.15
2081,89000,USD,0.15
2082,100000,USD,0.15
2083,115000,USD,0.15
2084,64000,USD,0.15
2085,50000,USD,0.15
2086,86000,USD,0.15
2087,69000,USD,0.15
2088,87000,USD,0.15
2089,96000,USD,0.15
2090,89000,USD,0.15
2091,136000,USD,0.15
2092,108000,USD,0.15
2093,108000,USD,0.15
2094,116000,USD,0.15
2095,72000,USD,0.15
2096,126000,USD,0.15
2097,98000,USD,0.15
2098,117000,USD,0.15
2099,73000,USD,0.15
2100,61000,USD,0.15
2101,120000,USD,0.15
2102,109000,USD,0.15
2103,77000,USD,0.15
2104,78000,USD,0.15
2105,128000,USD,0.15
2106,70000,USD,0.15
2107,141000,USD,0.15
2108,77000,USD,0.15
2109,116000,USD,0.15
2110,92000,USD,0.15
2111,115000,USD,0.15
2112,86000,USD,0.15
2113,96000,USD,0.15
2114,101000,USD,0.15
2115,75000,USD,0.15
2116,119000,USD,0.15
2117,87000,USD,0.15
2118,94000,USD,0.15
2119,75000,USD,0.15
2120,50000,USD,0.15
2121,95000,USD,0.15
2122,160000,USD,0.15
2123,120000,USD,0.15
2124,100000,USD,0.15
2125,93000,USD,0.15
2126,101000,USD,0.15
2127,114000,USD,0.15
2128,70000,USD,0.15
2129,128000,USD,0.15
2130,118000,USD,0.15
2131,118000,USD,0.15
2132,111000,USD,0.15
2133,100000,USD,0.15
2134,117000,USD,0.15
2135,115000,USD,0.15
2136,91000,USD,0.15
2137,86000,USD,0.15
2138,103000,USD,0.15
2139,139000,USD,0.15
2140,69000,USD,0.15
2141,63000,USD,0.15
2142,104000,USD,0.15
2143,101000,USD,0.15
2144,104000,USD,0.15
2145,106000,USD,0.15
2146,94000,USD,0.15
2147,137000,USD,0.15
2148,60000,USD,0.15
2149,79000,USD,0.15
2150,97000,USD,0.15
2151,59000,USD,0.15
2152,96000,USD,0.15
2153,142000,USD,0.15
2154,101000,USD,0.15
2155,106000,USD,0.15
2156,68000,USD,0.15
2157,85000,USD,0.15
2158,91000,USD,0.15
2159,92000,USD,0.15
2160,132000,USD,0.15
2161,114000,USD,0.15
2162,72000,USD,0.15
2163,106000,USD,0.15
2164,112000,USD,0.15
2165,129000,USD,0.15
2166,140000,USD,0.15
2167,75000,USD,0.15
2168,80000,USD,0.15
2169,69000,USD,0.15
2170,94000,USD,0.15
2171,112000,USD,0.15
2172,125000,USD,0.15
2173,98000,USD,0.15
2174,92000,USD,0.15
2175,104000,USD,0.15
2176,79000,USD,0.15
2177,152000,USD,0.15
2178,60000,USD,0.15
2179,105000,USD,0.15
2180,151000,USD,0.15
2181,100000,USD,0.15
2182,95000,USD,0.15
2183,91000,USD,0.15
2184,95000,USD,0.15
2185,134000,USD,0.15
2186,50000,USD,0.15
2187,138000,USD,0.15
2188,64000,USD,0.15
2189,93000,USD,0.15
2190,89000,USD,0.15
2191,115000,USD,0.15
2192,60000,USD,0.15
2193,112000,USD,0.15
2194,151000,USD,0.15
2195,66000,USD,0.15
2196,105000,USD,0.15
2197,83000,USD,0.15
2198,111000,USD,0.15
2199,100000,USD,0.15
2200,84000,USD,0.15
2201,112000,USD,0.15
2202,145000,USD,0.15
2203,95000,USD,0.15
2204,118000,USD,0.15
2205,68000,USD,0.15
2206,76000,USD,0.15
2207,112000,USD,0.15
2208,137000,USD,0.15
2209,109000,USD,0.15
2210,92000,USD,0.15
2211,100000,USD,0.15
2212,69000,USD,0.15
2213,115000,USD,0.15
2214,122000,USD,0.15
2215,89000,USD,0.15
2216,88000,USD,0.15
2217,107000,USD,0.15
2218,89000,USD,0.15
2219,98000,USD,0.15
2220,152000,USD,0.15
2221,94000,USD,0.15
2222,91000,USD,0.15
2223,84000,USD,0.15
2224,119000,USD,0.15
