review_date,employee_id,performance_score,potential_rating
6/30/2025,1806,3.1,High
6/30/2025,1807,4,Medium
6/30/2025,1808,4,Medium
6/30/2025,1809,3.7,Medium
6/30/2025,1810,4.3,Medium
6/30/2025,1811,3.3,Medium
6/30/2025,1812,3.4,Medium
6/30/2025,1813,2.6,Medium
6/30/2025,1814,2.8,Medium
6/30/2025,1815,3.4,Medium
6/30/2025,1816,2.9,High
6/30/2025,1817,3.5,Medium
6/30/2025,1818,3.2,Medium
6/30/2025,1819,4,High
6/30/2025,1820,3.1,Medium
6/30/2025,1821,3.9,Medium
6/30/2025,1822,2,Medium
6/30/2025,1823,2.6,High
6/30/2025,1824,3.4,Low
6/30/2025,1825,2.8,Medium
6/30/2025,1826,3.1,Medium
6/30/2025,1827,3.1,High
6/30/2025,1828,3,Medium
6/30/2025,1829,2,High
6/30/2025,1830,3.3,Medium
6/30/2025,1831,4.5,High
6/30/2025,1832,3.2,High
6/30/2025,1833,3.2,Medium
6/30/2025,1834,4.6,Medium
6/30/2025,1835,5,Medium
6/30/2025,1836,2.4,Medium
6/30/2025,1837,4.6,High
6/30/2025,1838,3.1,Medium
6/30/2025,1839,2.2,Medium
6/30/2025,1840,3.8,High
6/30/2025,1841,2.2,Medium
6/30/2025,1842,3,High
6/30/2025,1843,2.9,High
6/30/2025,1844,3.2,High
6/30/2025,1845,2.1,Low
6/30/2025,1846,2,High
6/30/2025,1847,3.8,Medium
6/30/2025,1848,4.1,Medium
6/30/2025,1849,4.2,Low
6/30/2025,1850,1.9,High
6/30/2025,1851,2.6,High
6/30/2025,1852,5,Medium
6/30/2025,1853,2.5,High
6/30/2025,1854,1.9,Medium
6/30/2025,1855,2.8,Medium
6/30/2025,1856,1.5,Low
6/30/2025,1857,1.8,Medium
6/30/2025,1858,2.7,Medium
6/30/2025,1859,2.7,Medium
6/30/2025,1860,1.7,Medium
6/30/2025,1861,4.2,Medium
6/30/2025,1862,2.8,High
6/30/2025,1863,2.9,Medium
6/30/2025,1864,2.8,Medium
6/30/2025,1865,3.1,Medium
6/30/2025,1866,4.6,Low
6/30/2025,1867,3.6,Medium
6/30/2025,1868,3.2,Medium
6/30/2025,1869,2.3,Low
6/30/2025,1870,2.5,Medium
6/30/2025,1871,2.9,Medium
6/30/2025,1872,2.8,Medium
6/30/2025,1873,3.6,Medium
6/30/2025,1874,1.8,Low
6/30/2025,1875,3.8,Medium
6/30/2025,1876,3,Medium
6/30/2025,1877,2.2,Medium
6/30/2025,1878,3.2,Medium
6/30/2025,1879,3,High
6/30/2025,1880,2.6,Medium
6/30/2025,1881,5,High
6/30/2025,1882,2.8,Medium
6/30/2025,1883,4,Medium
6/30/2025,1884,4.6,Medium
6/30/2025,1885,3.2,Low
6/30/2025,1886,3.9,Medium
6/30/2025,1887,3.7,Medium
6/30/2025,1888,4,High
6/30/2025,1889,3.1,Medium
6/30/2025,1890,3.8,Medium
6/30/2025,1891,3.5,Medium
6/30/2025,1892,2.6,Medium
6/30/2025,1893,3.8,High
6/30/2025,1894,2.7,Medium
6/30/2025,1895,4.4,Medium
6/30/2025,1896,2.5,Medium
6/30/2025,1897,2.8,Medium
6/30/2025,1898,1.4,High
6/30/2025,1899,2.5,Medium
6/30/2025,1900,4.6,Medium
6/30/2025,1901,4.4,Medium
6/30/2025,1902,3.2,Medium
6/30/2025,1903,2.7,Low
6/30/2025,1904,3.4,Low
6/30/2025,1905,2.5,Medium
6/30/2025,1906,2.9,Medium
6/30/2025,1907,3.6,Medium
6/30/2025,1908,2.9,Medium
6/30/2025,1909,3.2,Medium
6/30/2025,1910,3.7,Low
6/30/2025,1911,3.7,Medium
6/30/2025,1912,2.8,Medium
6/30/2025,1913,2.6,Medium
6/30/2025,1914,3.7,Low
6/30/2025,1915,3.1,High
6/30/2025,1916,3.8,Medium
6/30/2025,1917,2.6,Low
6/30/2025,1918,2.9,Medium
6/30/2025,1919,3.8,Medium
6/30/2025,1920,2.8,Medium
6/30/2025,1921,1,Low
6/30/2025,1922,3.8,Low
6/30/2025,1923,3.4,Low
6/30/2025,1924,2.8,Medium
6/30/2025,1925,4.6,Low
6/30/2025,1926,2.3,Medium
6/30/2025,1927,3.2,Medium
6/30/2025,1928,3.1,High
6/30/2025,1929,1.8,Medium
6/30/2025,1930,3,Medium
6/30/2025,1931,4.1,Low
6/30/2025,1932,3,Medium
6/30/2025,1933,2.9,High
6/30/2025,1934,4.2,Medium
6/30/2025,1935,2.2,Medium
6/30/2025,1936,4,Medium
6/30/2025,1937,1.7,Low
6/30/2025,1938,4,Medium
6/30/2025,1939,2.1,Medium
6/30/2025,1940,2.5,Medium
6/30/2025,1941,2.2,Medium
6/30/2025,1942,3.8,Low
6/30/2025,1943,3.2,Medium
6/30/2025,1944,3.8,Low
6/30/2025,1945,3.3,Medium
6/30/2025,1946,2.9,High
6/30/2025,1947,3.7,Low
6/30/2025,1948,3.4,Medium
6/30/2025,1949,3.3,Medium
6/30/2025,1950,2.8,Medium
6/30/2025,1951,3.2,Medium
6/30/2025,1952,3,Low
6/30/2025,1953,2.9,Medium
6/30/2025,1954,3.3,High
6/30/2025,1955,5,High
6/30/2025,1956,2.6,Medium
6/30/2025,1957,4.6,Medium
6/30/2025,1958,3.7,Low
6/30/2025,1959,3,Medium
6/30/2025,1960,2.3,Medium
6/30/2025,1961,2,Medium
6/30/2025,1962,2.8,Medium
6/30/2025,1963,3.2,High
6/30/2025,1964,4.1,Medium
6/30/2025,1965,4,Medium
6/30/2025,1966,3,High
6/30/2025,1967,2.8,High
6/30/2025,1968,3,Low
6/30/2025,1969,3.2,Medium
6/30/2025,1970,2.6,High
6/30/2025,1971,3.3,Medium
6/30/2025,1972,3.2,Medium
6/30/2025,1973,3.3,Medium
6/30/2025,1974,4.4,Medium
6/30/2025,1975,4.3,Medium
6/30/2025,1976,3.6,Medium
6/30/2025,1977,3.5,Low
6/30/2025,1978,5,High
6/30/2025,1979,1,Medium
6/30/2025,1980,4,Low
6/30/2025,1981,5,Medium
6/30/2025,1982,2.9,Medium
6/30/2025,1983,3.5,Medium
6/30/2025,1984,3.2,Medium
6/30/2025,1985,3.4,Low
6/30/2025,1986,4,Medium
6/30/2025,1987,4.5,Low
6/30/2025,1988,3,Medium
6/30/2025,1989,3.9,Medium
6/30/2025,1990,4,High
6/30/2025,1991,3,Medium
6/30/2025,1992,3.5,High
6/30/2025,1993,3.6,Medium
6/30/2025,1994,1.9,High
6/30/2025,1995,3.6,Low
6/30/2025,1996,1.7,Medium
6/30/2025,1997,3.8,Medium
6/30/2025,1998,3.5,High
6/30/2025,1999,4,Medium
6/30/2025,2000,1,Low
6/30/2025,2001,4.1,Medium
6/30/2025,2002,4,Medium
6/30/2025,2003,4.6,Medium
6/30/2025,2004,2,Low
6/30/2025,2005,3.7,Medium
6/30/2025,2006,1.7,Medium
6/30/2025,2007,3.7,Medium
6/30/2025,2008,4.1,Medium
6/30/2025,2009,2.6,Medium
6/30/2025,2010,3,Medium
6/30/2025,2011,3.2,Medium
6/30/2025,2012,2,Medium
6/30/2025,2013,3.6,Medium
6/30/2025,2014,1.7,Medium
6/30/2025,2015,3,Low
6/30/2025,2016,4.6,Medium
6/30/2025,2017,3.4,Medium
6/30/2025,2018,2.2,Medium
6/30/2025,2019,2.4,Medium
6/30/2025,2020,1.9,Medium
6/30/2025,2021,3.7,Low
6/30/2025,2022,2.2,High
6/30/2025,2023,3.9,Medium
6/30/2025,2024,3.3,Medium
6/30/2025,2025,1.7,Medium
6/30/2025,2026,1.7,Medium
6/30/2025,2027,2.5,Medium
6/30/2025,2028,3.1,Medium
6/30/2025,2029,4.2,Low
6/30/2025,2030,3.6,Medium
6/30/2025,2031,3.8,Low
6/30/2025,2032,3,Low
6/30/2025,2033,1.9,Medium
6/30/2025,2034,3.7,Medium
6/30/2025,2035,3.3,High
6/30/2025,2036,2.8,Medium
6/30/2025,2037,3.2,Medium
6/30/2025,2038,2.6,Medium
6/30/2025,2039,2.6,High
6/30/2025,2040,3.5,Medium
6/30/2025,2041,3.6,Medium
6/30/2025,2042,1.9,Medium
6/30/2025,2043,3,Low
6/30/2025,2044,2.8,Medium
6/30/2025,2045,4.4,Medium
6/30/2025,2046,3.9,Medium
6/30/2025,2047,3.8,Medium
6/30/2025,2048,2.7,Medium
6/30/2025,2049,2.3,Medium
6/30/2025,2050,2.6,Low
6/30/2025,2051,4.1,Medium
6/30/2025,2052,2.2,Low
6/30/2025,2053,4.8,Medium
6/30/2025,2054,3.3,High
6/30/2025,2055,4.7,Medium
6/30/2025,2056,4.1,Medium
6/30/2025,2057,1.7,Medium
6/30/2025,2058,2.6,Medium
6/30/2025,2059,3.5,Low
6/30/2025,2060,2.7,Medium
6/30/2025,2061,3.7,High
6/30/2025,2062,5,Medium
6/30/2025,2063,4.6,Medium
6/30/2025,2064,5,High
6/30/2025,2065,2.7,High
6/30/2025,2066,4.9,High
6/30/2025,2067,2.9,Medium
6/30/2025,2068,3.1,Medium
6/30/2025,2069,3.6,Medium
6/30/2025,2070,3.3,Medium
6/30/2025,2071,4.5,Medium
6/30/2025,2072,4.8,Medium
6/30/2025,2073,3.7,Medium
6/30/2025,2074,2.1,Low
6/30/2025,2075,4.6,High
6/30/2025,2076,4.6,Medium
6/30/2025,2077,3.3,Medium
6/30/2025,2078,1.9,Medium
6/30/2025,2079,1.9,Medium
6/30/2025,2080,2.3,Medium
6/30/2025,2081,3.2,Low
6/30/2025,2082,4.5,Medium
6/30/2025,2083,4.1,High
6/30/2025,2084,4.2,Medium
6/30/2025,2085,3.7,High
6/30/2025,2086,3.5,Low
6/30/2025,2087,3.4,Medium
6/30/2025,2088,2.4,High
6/30/2025,2089,2.5,Low
6/30/2025,2090,3,Low
6/30/2025,2091,2.9,Medium
6/30/2025,2092,3.4,Low
6/30/2025,2093,4.3,Medium
6/30/2025,2094,2.5,Medium
6/30/2025,2095,3,Medium
6/30/2025,2096,4,Low
6/30/2025,2097,3.9,High
6/30/2025,2098,3.5,Low
6/30/2025,2099,3.5,Medium
6/30/2025,2100,3.3,Medium
6/30/2025,2101,3.4,High
6/30/2025,2102,4.9,Medium
6/30/2025,2103,2.2,High
6/30/2025,2104,3.2,Medium
6/30/2025,2105,2.5,Medium
6/30/2025,2106,3.9,High
6/30/2025,2107,3.3,Low
6/30/2025,2108,2.9,Medium
6/30/2025,2109,3.1,Medium
6/30/2025,2110,3.9,Medium
6/30/2025,2111,5,High
6/30/2025,2112,3.1,High
6/30/2025,2113,3.8,Medium
6/30/2025,2114,3.1,Low
6/30/2025,2115,4.6,High
6/30/2025,2116,4.5,Medium
6/30/2025,2117,2.9,Low
6/30/2025,2118,3.2,Medium
6/30/2025,2119,2.4,Medium
6/30/2025,2120,4.1,Medium
6/30/2025,2121,4.1,Medium
6/30/2025,2122,3.2,Medium
6/30/2025,2123,3.9,Low
6/30/2025,2124,3.1,Medium
6/30/2025,2125,3.1,Medium
6/30/2025,2126,4,Medium
6/30/2025,2127,2.6,Medium
6/30/2025,2128,3.6,Low
6/30/2025,2129,2.7,Medium
6/30/2025,2130,4.8,Medium
6/30/2025,2131,3.3,High
6/30/2025,2132,3.2,Medium
6/30/2025,2133,3.1,Low
6/30/2025,2134,2.4,Medium
6/30/2025,2135,2.3,Medium
6/30/2025,2136,4.4,Medium
6/30/2025,2137,2.6,Medium
6/30/2025,2138,2.9,Low
6/30/2025,2139,3.2,Medium
6/30/2025,2140,3.3,Low
6/30/2025,2141,3.3,High
6/30/2025,2142,3.8,High
6/30/2025,2143,4.4,Medium
6/30/2025,2144,3.3,Medium
6/30/2025,2145,2,Medium
6/30/2025,2146,3.7,High
6/30/2025,2147,3.3,High
6/30/2025,2148,3,Medium
6/30/2025,2149,2.8,High
6/30/2025,2150,4.5,Low
6/30/2025,2151,3.2,Medium
6/30/2025,2152,2.6,Medium
6/30/2025,2153,3.6,Medium
6/30/2025,2154,4.3,Medium
6/30/2025,2155,2.4,Medium
6/30/2025,2156,4.4,Medium
6/30/2025,2157,2.2,Medium
6/30/2025,2158,3.4,Medium
6/30/2025,2159,3.9,Low
6/30/2025,2160,2.7,High
6/30/2025,2161,2.3,Medium
6/30/2025,2162,2.9,Medium
6/30/2025,2163,4.4,Medium
6/30/2025,2164,3.6,High
6/30/2025,2165,2.2,Medium
6/30/2025,2166,4.8,Medium
6/30/2025,2167,2.8,High
6/30/2025,2168,3.5,High
6/30/2025,2169,3.9,Low
6/30/2025,2170,3.9,Medium
6/30/2025,2171,2.9,Low
6/30/2025,2172,3.6,Low
6/30/2025,2173,3.6,High
6/30/2025,2174,3.4,High
6/30/2025,2175,4.8,Medium
6/30/2025,2176,2.7,Medium
6/30/2025,2177,2.5,Medium
6/30/2025,2178,3.7,Medium
6/30/2025,2179,3.7,Medium
6/30/2025,2180,3.9,Medium
6/30/2025,2181,2.4,High
6/30/2025,2182,3.7,Medium
6/30/2025,2183,1.8,Medium
6/30/2025,2184,3,Medium
6/30/2025,2185,1.8,High
6/30/2025,2186,2.6,Low
6/30/2025,2187,4.3,Low
6/30/2025,2188,2.5,Low
6/30/2025,2189,1,Medium
6/30/2025,2190,3.6,Medium
6/30/2025,2191,1.8,Low
6/30/2025,2192,2.1,Medium
6/30/2025,2193,2.8,Low
6/30/2025,2194,2.2,Medium
6/30/2025,2195,3.2,Medium
6/30/2025,2196,3.1,Low
6/30/2025,2197,2.4,Medium
6/30/2025,2198,3.4,Medium
6/30/2025,2199,1.8,High
6/30/2025,2200,5,Medium
6/30/2025,2201,4.2,High
6/30/2025,2202,2.6,High
6/30/2025,2203,4,Medium
6/30/2025,2204,3.5,Low
6/30/2025,2205,3.5,Medium
6/30/2025,2206,2.4,Medium
6/30/2025,2207,2.4,Medium
6/30/2025,2208,2.5,Low
6/30/2025,2209,3.6,Medium
6/30/2025,2210,2.8,Low
6/30/2025,2211,1.3,High
6/30/2025,2212,2.4,Medium
6/30/2025,2213,4.1,Medium
6/30/2025,2214,2.4,Low
6/30/2025,2215,3.5,High
6/30/2025,2216,2.6,High
6/30/2025,2217,2.1,Medium
6/30/2025,2218,4.2,Low
6/30/2025,2219,2.3,Medium
6/30/2025,2220,4.3,High
6/30/2025,2221,3.2,High
6/30/2025,2222,3.2,Medium
6/30/2025,2223,3.9,Medium
6/30/2025,2224,3.8,Medium
6/30/2025,2225,3.5,High
6/30/2025,2226,2.9,Low
6/30/2025,2227,3.7,Low
6/30/2025,2228,3.9,High
6/30/2025,2229,2,High
6/30/2025,2230,3.2,Low
6/30/2025,2231,1.4,Medium
6/30/2025,2232,3.6,Medium
6/30/2025,2233,2.3,Medium
6/30/2025,2234,3.6,Medium
6/30/2025,2235,3.1,Medium
6/30/2025,2236,3.5,High
6/30/2025,2237,4.5,Medium
6/30/2025,2238,2.5,Medium
6/30/2025,2239,3.1,Medium
6/30/2025,2240,3.3,Medium
6/30/2025,2241,2.2,Low
6/30/2025,2242,3.9,Low
6/30/2025,2243,4.4,Medium
6/30/2025,2244,3.4,Medium
6/30/2025,2245,4.6,Medium
6/30/2025,2246,3.7,Medium
6/30/2025,2247,3.3,Low
6/30/2025,2248,4,Low
6/30/2025,2249,3.1,High
6/30/2025,2250,3.1,High
6/30/2025,2251,3.7,Medium
6/30/2025,2252,4.8,Medium
6/30/2025,2253,2.5,Low
6/30/2025,2254,2.2,Medium
6/30/2025,2255,3.5,Medium
6/30/2025,2256,1.6,Low
6/30/2025,2257,2.9,Low
6/30/2025,2258,3.2,High
6/30/2025,2259,2.8,Low
6/30/2025,2260,4.3,High
6/30/2025,2261,4.3,Low
6/30/2025,2262,4.7,Medium
6/30/2025,2263,3.2,High
6/30/2025,2264,3.4,Medium
6/30/2025,2265,2.8,Medium
6/30/2025,2266,4.1,High
6/30/2025,2267,2,Medium
6/30/2025,2268,2.9,Low
6/30/2025,2269,4.2,Low
6/30/2025,2270,3.1,Medium
6/30/2025,2271,2.8,Medium
6/30/2025,2272,2.6,Medium
6/30/2025,2273,2.5,Low
6/30/2025,2274,2.8,Medium
6/30/2025,2275,3.6,Medium
6/30/2025,2276,3.2,Low
6/30/2025,2277,4.4,Medium
6/30/2025,2278,2,Medium
6/30/2025,2279,2.7,Medium
6/30/2025,2280,2.2,Medium
6/30/2025,2281,2.6,Low
6/30/2025,2282,2.7,Low
6/30/2025,2283,3.6,Medium
6/30/2025,2284,3.7,Medium
6/30/2025,2285,3.6,Medium
6/30/2025,2286,3.9,Medium
6/30/2025,2287,4,High
6/30/2025,2288,3.5,High
6/30/2025,2289,3.8,Medium
6/30/2025,2290,3,Low
6/30/2025,2291,2.1,Medium
6/30/2025,2292,2.7,Medium
6/30/2025,2293,4.3,Medium
6/30/2025,2294,2.3,Medium
6/30/2025,2295,2.9,Low
6/30/2025,2296,2.2,Low
6/30/2025,2297,4,High
6/30/2025,2298,3.2,Low
6/30/2025,2299,2.9,Medium
6/30/2025,2300,1.6,Low
6/30/2025,2301,3.2,Medium
6/30/2025,2302,4.1,Medium
6/30/2025,2303,3.7,Medium
6/30/2025,2304,2.7,Low
6/30/2025,2305,2.5,Medium
6/30/2025,2306,3.3,Medium
6/30/2025,2307,2,High
6/30/2025,2308,3.6,High
6/30/2025,2309,2.3,Medium
6/30/2025,2310,2.5,Low
6/30/2025,2311,2.5,Medium
6/30/2025,2312,3.8,Medium
6/30/2025,2313,2.4,Medium
6/30/2025,2314,2.5,Low
6/30/2025,2315,4.4,Medium
6/30/2025,2316,3.7,Low
6/30/2025,2317,3.3,Medium
6/30/2025,2318,3.3,Low
6/30/2025,2319,1.5,Medium
6/30/2025,2320,3.4,Medium
6/30/2025,2321,4.2,Medium
6/30/2025,2322,2.5,High
6/30/2025,2323,2,High
6/30/2025,2324,1.6,High
6/30/2025,2325,2.3,Medium
6/30/2025,2326,2,Medium
6/30/2025,2327,3.4,Medium
6/30/2025,2328,3.7,Medium
6/30/2025,2329,3.7,Medium
6/30/2025,2330,2.7,Low
6/30/2025,2331,4.1,Low
6/30/2025,2332,1.6,Medium
6/30/2025,2333,2.7,Low
6/30/2025,2334,2.9,Medium
6/30/2025,2335,3.7,Medium
6/30/2025,2336,2,Medium
6/30/2025,2337,3.2,Low
6/30/2025,2338,4,Medium
6/30/2025,2339,3.8,Medium
6/30/2025,2340,2.7,High
6/30/2025,2341,3.5,High
6/30/2025,2342,2.8,Low
6/30/2025,2343,2.8,Low
6/30/2025,2344,3,Medium
6/30/2025,2345,4.5,Medium
6/30/2025,2346,4.5,Low
6/30/2025,2347,3.9,Medium
6/30/2025,2348,2.3,Medium
6/30/2025,2349,3.9,Medium
6/30/2025,2350,3,Low
6/30/2025,2351,3.6,Medium
6/30/2025,2352,2.6,Medium
6/30/2025,2353,3.8,Medium
6/30/2025,2354,3.8,Low
6/30/2025,2355,3.3,High
6/30/2025,2356,3.7,Medium
6/30/2025,2357,2.2,High
6/30/2025,2358,3.6,Medium
6/30/2025,2359,2.7,Low
6/30/2025,2360,4.3,Medium
6/30/2025,2361,2.9,Medium
6/30/2025,2362,2,Medium
6/30/2025,2363,4.3,Medium
6/30/2025,2364,3.3,Medium
6/30/2025,2365,3.8,Low
6/30/2025,2366,3.2,Low
6/30/2025,2367,2,Medium
6/30/2025,2368,2.9,Medium
6/30/2025,2369,3.2,Medium
6/30/2025,2370,3.8,Medium
6/30/2025,2371,3.3,Medium
6/30/2025,2372,2.9,Medium
6/30/2025,2373,3,Medium
6/30/2025,2374,3.7,Medium
6/30/2025,2375,3.9,High
6/30/2025,2376,2.4,High
6/30/2025,2377,3.3,Medium
6/30/2025,2378,3.8,Medium
6/30/2025,2379,4.5,Medium
6/30/2025,2380,4.2,Medium
6/30/2025,2381,2.1,Medium
6/30/2025,2382,3.2,Medium
6/30/2025,2383,2.1,Medium
6/30/2025,2384,4.4,Medium
6/30/2025,2385,3.4,Medium
6/30/2025,2386,3.9,High
6/30/2025,2387,2.5,High
6/30/2025,2388,2.7,Medium
6/30/2025,2389,3.5,High
6/30/2025,2390,4.2,Medium
6/30/2025,2391,1.8,Medium
6/30/2025,2392,4.1,Medium
6/30/2025,2393,3.4,Low
6/30/2025,2394,1.7,Low
6/30/2025,2395,3.8,High
6/30/2025,2396,3.8,High
6/30/2025,2397,3.2,Medium
6/30/2025,2398,2.8,Medium
6/30/2025,2399,2.5,Medium
6/30/2025,2400,3.6,Low
6/30/2025,2401,2.1,Low
6/30/2025,2402,4.3,Medium
6/30/2025,2403,2.5,Medium
6/30/2025,2404,1.6,High
6/30/2025,2405,4,Low
6/30/2025,2406,3.8,High
6/30/2025,2407,3.5,Low
6/30/2025,2408,4,Low
6/30/2025,2409,2.4,High
6/30/2025,2410,4,Low
6/30/2025,2411,3.9,Medium
6/30/2025,2412,3.9,Low
6/30/2025,2413,3.6,Low
6/30/2025,2414,2.4,Medium
6/30/2025,2415,2.9,High
6/30/2025,2416,4.1,Low
6/30/2025,2417,2.9,Low
6/30/2025,2418,2.4,High
6/30/2025,2419,5,Low
6/30/2025,2420,1.9,High
6/30/2025,2421,2.8,Medium
6/30/2025,2422,3.7,Low
6/30/2025,2423,5,Medium
6/30/2025,2424,3,Low
6/30/2025,2425,2.9,Medium
6/30/2025,2426,3.1,Medium
6/30/2025,2427,2.4,High
6/30/2025,2428,2.2,Medium
6/30/2025,2429,4,Medium
6/30/2025,2430,3.3,Medium
6/30/2025,2431,1.8,Medium
6/30/2025,2432,2.4,Medium
6/30/2025,2433,4.5,Low
6/30/2025,2434,4.2,Medium
6/30/2025,2435,2.6,Medium
6/30/2025,2436,3.6,Medium
6/30/2025,2437,2,Medium
6/30/2025,2438,2.8,Medium
6/30/2025,2439,5,Medium
6/30/2025,2440,3.4,Low
6/30/2025,2441,2.8,Low
6/30/2025,2442,3.1,Low
6/30/2025,2443,2.6,Medium
6/30/2025,2444,2.1,Medium
6/30/2025,2445,4.2,Medium
6/30/2025,2446,1.7,Medium
6/30/2025,2447,3.7,Low
6/30/2025,2448,3,Medium
6/30/2025,2449,4.3,Medium
6/30/2025,2450,3,High
6/30/2025,2451,3.3,High
6/30/2025,2452,3.1,Medium
6/30/2025,2453,3.7,Medium
6/30/2025,2454,2.4,Medium
6/30/2025,2455,2.8,Medium
6/30/2025,2456,4.2,Medium
6/30/2025,2457,3.7,High
6/30/2025,2458,3.4,Medium
6/30/2025,2459,3.3,Medium
6/30/2025,2460,2.9,Medium
6/30/2025,2461,3,Low
6/30/2025,2462,3.4,Medium
6/30/2025,2463,3.8,Low
6/30/2025,2464,3.4,Medium
6/30/2025,2465,3.8,High
6/30/2025,2466,3.6,Low
6/30/2025,2467,1.8,High
6/30/2025,2468,2.9,Medium
6/30/2025,2469,2.8,Medium
6/30/2025,2470,2.1,Low
6/30/2025,2471,3.7,Medium
6/30/2025,2472,3.9,Medium
6/30/2025,2473,3.1,Medium
6/30/2025,2474,1,Medium
6/30/2025,2475,2.3,Medium
6/30/2025,2476,2.3,Low
6/30/2025,2477,2.5,Medium
6/30/2025,2478,2.8,Medium
6/30/2025,2479,2.9,Medium
6/30/2025,2480,3.2,High
6/30/2025,2481,4.5,High
6/30/2025,2482,3.6,Medium
6/30/2025,2483,4.1,High
6/30/2025,2484,2.5,Medium
6/30/2025,2485,2.7,Low
6/30/2025,2486,3.2,Medium
6/30/2025,2487,3.5,Medium
6/30/2025,2488,2.8,Medium
6/30/2025,2489,3.2,Medium
6/30/2025,2490,4.4,Medium
6/30/2025,2491,2.8,Medium
6/30/2025,2492,2.9,High
6/30/2025,2493,2.3,High
6/30/2025,2494,4.3,Medium
6/30/2025,2495,1.8,Medium
6/30/2025,2496,3.3,Medium
6/30/2025,2497,3.2,Medium
6/30/2025,2498,2.6,Medium
6/30/2025,2499,2.5,Medium
6/30/2025,2500,2.8,Low
6/30/2025,2501,2.6,Medium
6/30/2025,2502,2.5,Low
6/30/2025,2503,3.2,Low
6/30/2025,2504,2.6,Medium
6/30/2025,2505,3.4,Low
6/30/2025,2506,3.6,Medium
6/30/2025,2507,3,Low
6/30/2025,2508,3.2,High
6/30/2025,2509,4.3,Medium
6/30/2025,2510,3.7,Medium
6/30/2025,2511,2.1,Low
6/30/2025,2512,3.9,Medium
6/30/2025,2513,4.7,Low
6/30/2025,2514,3.8,Medium
6/30/2025,2515,3.2,Medium
6/30/2025,2516,3.7,Medium
6/30/2025,2517,3.7,High
6/30/2025,2518,3.9,Medium
6/30/2025,2519,3,Medium
6/30/2025,2520,2,Medium
6/30/2025,2521,2.8,High
6/30/2025,2522,3.4,Medium
6/30/2025,2523,4.2,Medium
6/30/2025,2524,3.8,Low
6/30/2025,2525,3,Medium
6/30/2025,2526,3.2,Medium
6/30/2025,2527,1.5,Medium
6/30/2025,2528,3.2,Medium
6/30/2025,2529,2.3,Low
6/30/2025,2530,4.7,Medium
6/30/2025,2531,2.3,Medium
6/30/2025,2532,1.3,Medium
6/30/2025,2533,2.7,Medium
6/30/2025,2534,4.2,High
6/30/2025,2535,3.2,Low
6/30/2025,2536,3.5,Medium
6/30/2025,2537,2.4,Low
6/30/2025,2538,3,High
6/30/2025,2539,3.5,Medium
6/30/2025,2540,2.6,Medium
6/30/2025,2541,3.7,Medium
6/30/2025,2542,2.8,Medium
6/30/2025,2543,2.5,Low
6/30/2025,2544,3.7,Low
6/30/2025,2545,2.7,Low
6/30/2025,2546,3.4,Medium
6/30/2025,2547,3.2,Low
6/30/2025,2548,3.9,Medium
6/30/2025,2549,3.3,Medium
6/30/2025,2550,3.5,Low
6/30/2025,2551,1.7,Medium
6/30/2025,2552,4.6,Medium
6/30/2025,2553,3.5,Low
6/30/2025,2554,3.3,Medium
6/30/2025,2555,1.8,High
6/30/2025,2556,4.3,Medium
6/30/2025,2557,3.1,Medium
6/30/2025,2558,4,Medium
6/30/2025,2559,2.8,Medium
6/30/2025,2560,3.1,Medium
6/30/2025,2561,2,Medium
6/30/2025,2562,3.7,Low
6/30/2025,2563,3.1,Medium
6/30/2025,2564,4.1,Low
6/30/2025,2565,3.2,Medium
6/30/2025,2566,4.1,High
6/30/2025,2567,4.2,High
6/30/2025,2568,3.2,Medium
6/30/2025,2569,2.7,Medium
6/30/2025,2570,1.5,Medium
6/30/2025,2571,2.5,High
6/30/2025,2572,5,High
6/30/2025,2573,2.9,Medium
6/30/2025,2574,1.7,Medium
6/30/2025,2575,2,High
6/30/2025,2576,3.1,Low
6/30/2025,2577,2.5,Medium
6/30/2025,2578,3.3,Low
6/30/2025,2579,2.3,Medium
6/30/2025,2580,3.1,High
6/30/2025,2581,4.8,High
6/30/2025,2582,2.9,High
6/30/2025,2583,3.1,High
6/30/2025,2584,3,High
6/30/2025,2585,3.3,Medium
6/30/2025,2586,3.6,Medium
6/30/2025,2587,3.4,High
6/30/2025,2588,3.3,Medium
6/30/2025,2589,3,Medium
6/30/2025,2590,3.8,Low
6/30/2025,2591,2.4,Medium
6/30/2025,2592,2.8,Medium
6/30/2025,2593,2,Medium
6/30/2025,2594,3.5,Medium
6/30/2025,2595,3.7,Low
6/30/2025,2596,2.5,Medium
6/30/2025,2597,3.6,Medium
6/30/2025,2598,1.8,High
6/30/2025,2599,2.4,Low
6/30/2025,2600,2.3,Medium
6/30/2025,2601,3.4,High
6/30/2025,2602,2.8,High
6/30/2025,2603,1,Medium
6/30/2025,2604,5,Medium
6/30/2025,2605,2.9,Low
6/30/2025,2606,3,Low
6/30/2025,2607,4.2,Medium
6/30/2025,2608,2.6,Medium
6/30/2025,2609,3,High
6/30/2025,2610,4.1,Medium
6/30/2025,2611,2.9,Medium
6/30/2025,2612,1.9,High
6/30/2025,2613,4.2,Medium
6/30/2025,2614,3.3,Medium
6/30/2025,2615,3.2,Low
6/30/2025,2616,4.3,Medium
6/30/2025,2617,3.2,Medium
6/30/2025,2618,2.4,High
